module,gene_symbol,module_class
KEGG_OXIDATIVE_PHOSPHORYLATION,Uqcrc2,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,Uqcrfs1,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,Uqcrh,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,Uqcrq,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,mt-Atp6,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,mt-Atp8,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,mt-Co1,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,mt-Co2,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,mt-Co3,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,mt-Cytb,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,mt-Nd1,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,mt-Nd2,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,mt-Nd3,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,mt-Nd4,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,mt-Nd4l,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,mt-Nd5,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,mt-Nd6,mitochondrial
MICROGLIA_ACTIVATION_CUSTOM,Aif1,inflammatory
MICROGLIA_ACTIVATION_CUSTOM,C1qa,inflammatory
MICROGLIA_ACTIVATION_CUSTOM,C1qb,inflammatory
MICROGLIA_ACTIVATION_CUSTOM,C1qc,inflammatory
MICROGLIA_ACTIVATION_CUSTOM,Ccl2,inflammatory
MICROGLIA_ACTIVATION_CUSTOM,Ccl3,inflammatory
MICROGLIA_ACTIVATION_CUSTOM,Ccl4,inflammatory
MICROGLIA_ACTIVATION_CUSTOM,Cd68,inflammatory
MICROGLIA_ACTIVATION_CUSTOM,Cd86,inflammatory
MICROGLIA_ACTIVATION_CUSTOM,Csf1r,inflammatory
MICROGLIA_ACTIVATION_CUSTOM,Cxcl10,inflammatory
MICROGLIA_ACTIVATION_CUSTOM,Cybb,inflammatory
MICROGLIA_ACTIVATION_CUSTOM,Il1b,inflammatory
MICROGLIA_ACTIVATION_CUSTOM,Il6,inflammatory
MICROGLIA_ACTIVATION_CUSTOM,Itgam,inflammatory
MICROGLIA_ACTIVATION_CUSTOM,Nfkb1,inflammatory
MICROGLIA_ACTIVATION_CUSTOM,Nos2,inflammatory
MICROGLIA_ACTIVATION_CUSTOM,Ptgs2,inflammatory
MICROGLIA_ACTIVATION_CUSTOM,Tlr2,inflammatory
MICROGLIA_ACTIVATION_CUSTOM,Tlr4,inflammatory
MICROGLIA_ACTIVATION_CUSTOM,Tnf,inflammatory
MICROGLIA_ACTIVATION_CUSTOM,Trem2,inflammatory
MICROGLIA_ACTIVATION_CUSTOM,Tyrobp,inflammatory
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,1190007I07Rik,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Acad9,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Bcs1l,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cmc1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Coa3,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Coa5,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Coq10a,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Coq10b,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox11,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox14,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox15,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox16,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox17,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox18,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox19,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox20,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox4i1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox4i2,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox5a,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox5b,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox6a1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox6a2,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox6b1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox6b2,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox6c,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox7a1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox7a2,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox7a2l,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox7b,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox7c,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox8a,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cox8c,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cyc1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Cycs,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Dmac1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Dmac2,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ecsit,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Etfa,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Etfb,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Etfdh,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Foxred1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Fxn,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Got1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Got2,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Hccs,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Higd1a,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Higd1c,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Higd2a,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Hscb,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Hspa9,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Iscu,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Letm1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Lyrm2,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Lyrm4,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Lyrm7,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Mdh1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Mdh2,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufa1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufa10,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufa11,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufa12,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufa13,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufa2,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufa3,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufa4,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufa5,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufa6,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufa7,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufa8,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufa9,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufab1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufaf1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufaf2,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufaf3,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufaf4,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufaf5,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufaf6,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufaf7,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufaf8,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufb1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufb10,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufb11,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufb2,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufb3,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufb4,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufb5,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufb6,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufb7,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufb8,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufb9,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufc1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufc2,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufs1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufs2,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufs3,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufs4,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufs5,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufs6,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufs7,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufs8,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufv1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufv2,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ndufv3,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Nfs1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Nubpl,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Oxa1l,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Pet100,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Pet117,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Pnkd,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Pyurf,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Rab5if,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Sco1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Sco2,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Sdha,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Sdhb,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Sdhc,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Sdhd,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Sfxn4,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Slc25a11,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Slc25a12,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Slc25a13,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Slc25a18,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Slc25a22,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Smim20,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Smim4,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Surf1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Taco1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Timm21,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Timmdc1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Tmem126a,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Tmem126b,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Tmem177,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Tmem186,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Tmem223,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Trap1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Ttc19,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Uqcc1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Uqcc2,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Uqcc3,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Uqcr10,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Uqcr11,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Uqcrb,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Uqcrc1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Uqcrc2,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Uqcrfs1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Uqcrh,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Uqcrq,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,mt-Co1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,mt-Co2,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,mt-Co3,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,mt-Cytb,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,mt-Nd1,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,mt-Nd2,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,mt-Nd3,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,mt-Nd4,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,mt-Nd5,mitochondrial
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,mt-Nd6,mitochondrial
