gene_name,selected_probe_id,GSM2510565,GSM2510566,GSM2510567,GSM2510568,GSM2510569,GSM2510570,GSM2510571,GSM2510572,GSM2510573,GSM2510574,GSM2510575,GSM2510576
0610009B22Rik,A_55_P2052831,2.070536196,1.906249436,2.101603148,1.707636114,1.995351559,1.794373594,1.600972771,1.919370685,1.682303835,1.720085163,1.751889766,2.025803395
0610010F05Rik,A_52_P293299,1.037339758,1.312089794,0.938388901,0.922706999,1.029376905,1.073776252,0.81379571,0.800289199,0.779693387,0.761053684,0.858613318,0.51602992
0610012G03Rik,A_51_P417279,0.717286482,0.893096868,0.911836522,0.737364706,0.8530258,0.60006196,0.324095435,0.80008978,0.742021058,0.771983213,0.752049153,0.892832317
0610030E20Rik,A_52_P120740,0.628361117,0.473971817,0.572662817,0.302157302,0.270232503,0.348470633,0.503066383,0.366626964,0.26762314,0.251827564,0.379466547,0.407673061
0610040J01Rik,A_51_P483617,-1.469446032,-1.51503425,-1.717359061,-2.118675574,-1.716755267,-1.668747372,-1.848810239,-1.770702567,-2.003687889,-2.049445024,-1.997648988,-1.697286343
1110002E22Rik,A_55_P2132671,-0.794839781,-1.052193795,-0.718238719,-0.753368567,-0.458204927,-0.859182194,-0.953253128,-0.546761894,-0.653546382,-0.58831817,-0.58350449,-0.40307384
1110004F10Rik,A_55_P2041509,2.071983394,2.238426842,2.183656241,1.888824764,1.948964985,2.191392232,1.667120569,1.900616925,1.717138164,1.807403615,1.827813098,2.078173386
1110008P14Rik,A_51_P207153,4.533203215,4.533533641,3.851586754,4.16120539,4.128603594,4.057312453,3.623208885,4.085685837,4.195208915,4.265042022,4.099647056,4.177801847
1110012L19Rik,A_55_P1980951,0.423370418,0.375485879,0.158703408,0.006519935,0.318859732,0.055453191,-0.161145003,0.405913743,0.185586193,-0.230786928,0.028038142,0.24377976
1110017D15Rik,A_55_P2069470,0.804134638,-0.054159895,0.230966431,0.584049684,0.451547148,0.495042832,0.4697722,0.156462431,0.333237571,0.63762894,0.096798541,0.450029868
1110025L11Rik,A_55_P2119764,3.093713116,3.003096419,2.74854449,3.182479569,3.072336537,3.075543209,3.05669305,3.187576893,3.120753495,2.853842106,3.062723389,3.155661458
1110032A03Rik,A_55_P2023290,1.884813822,1.474367637,1.633102376,1.690313451,1.819498501,1.941002814,1.741109054,1.779212525,1.788284392,1.842552655,1.950681267,2.045928435
1110032F04Rik,A_66_P121965,-0.198010013,-0.131068976,-0.496635593,-0.542778857,-0.66922612,-1.156386822,-0.83423644,-0.804292186,-0.779399321,-0.594993237,-0.902249097,-0.702531216
1110038F14Rik,A_51_P121447,1.74744188,1.68694698,1.495734877,1.492883497,1.522327819,1.532574428,1.346243377,1.50200255,1.46001843,1.382360745,1.493661858,1.650936225
1110051M20Rik,A_55_P1964319,4.385340057,4.164338381,4.339134977,4.067971499,4.361323259,4.217759755,3.889197631,4.156121961,4.214516426,4.119559741,4.238621322,4.34743702
1110057P08Rik,A_55_P1963848,-6.708864504,-6.996494136,-6.98401963,-7.228679324,-6.892383632,-7.017547072,-6.581535554,-6.679720566,-6.352514742,-6.19806236,-6.393998495,-6.323042579
1110059E24Rik,A_51_P490348,-0.165636164,-0.128913873,-0.115645786,-0.473127939,-0.230497373,-0.321367217,-0.534730524,-0.180582839,-0.45372363,-0.353506565,-0.328025207,-0.372226179
1110059G10Rik,A_51_P194479,2.107112864,2.212817894,1.730997589,2.02272006,2.108824561,2.043564257,1.917227376,2.040619023,2.095521344,1.908945009,1.932734522,2.039130841
1110065P20Rik,A_52_P257523,2.855054342,2.945032316,2.625496447,2.579944394,2.885781454,2.314251215,2.176189349,2.607079969,2.262604069,2.233048135,2.560350228,2.840038073
1190005I06Rik,A_51_P234044,-0.988788151,-1.017318665,-1.111721621,-1.250764648,-1.01732225,-0.991855703,-1.264979206,-1.220571417,-1.505104824,-1.719548928,-1.425071298,-0.973387545
1300017J02Rik,A_52_P554451,-6.444493344,-5.70927763,-6.895801039,-6.144003637,-5.65797204,-5.962803813,-5.816378111,-6.475293474,-6.373594164,-6.237015624,-6.028871546,-6.154086226
1500009C09Rik,A_55_P1999389,4.122056537,4.370653361,3.889161418,3.912594258,4.146595147,3.951415204,3.729750778,4.177560221,3.979620152,3.614165918,4.014129367,4.188491815
1500009L16Rik,A_55_P2126790,0.098965783,0.056046795,0.129114024,-0.073084066,0.072642527,0.016425288,-0.632929969,-0.096757153,-0.156646243,-0.193112903,-0.067737483,0.034577045
1500011B03Rik,A_51_P407999,3.030696048,2.809887569,3.170003467,2.634692127,2.961570141,2.646429572,2.412316848,2.875923355,3.000338232,3.054202744,2.773156064,3.087798141
1520401A03Rik,A_55_P1980764,1.997506495,1.858852934,2.14373578,2.174388191,2.325701083,2.244303194,1.892375663,2.025021882,2.205428208,2.158748273,2.335026706,2.35865935
1600012H06Rik,A_52_P394385,1.067507698,0.950726437,0.756707589,0.910592593,0.961738215,0.694848942,0.508005317,0.707532667,0.671473986,0.345823436,0.729609813,0.895132413
1600014C10Rik,A_52_P77093,0.724556286,0.648466095,0.602619695,0.289584719,0.812741639,0.593424334,0.35975126,0.583213469,0.481898792,0.338446625,0.598279108,0.758547053
1600014C23Rik,A_51_P147064,-2.205790015,-2.494668689,-2.254902555,-2.153336538,-1.642390151,-2.066527571,-2.382964651,-1.823830226,-1.910946306,-2.030502471,-1.755487663,-1.770508609
1700001C19Rik,A_55_P2293414,-2.499872161,-2.515849446,-2.483632096,-2.385888366,-2.39321104,-2.382527812,-2.472981882,-2.344650257,-2.755303894,-2.290005675,-2.199718077,-2.465913858
1700001J03Rik,A_55_P2083153,-1.28574387,-1.386784645,-1.219214024,-0.96370927,-1.115087536,-1.150366235,-1.066071485,-0.944230949,-1.041473176,-1.124689517,-0.996905476,-0.890565394
1700001K19Rik,A_51_P443514,-1.069917973,-1.893921562,-1.567799789,-1.432326914,-1.418388343,-1.642042135,-1.188284524,-1.22622564,-1.362797896,-0.949118812,-1.411108929,-1.055103182
1700001O22Rik,A_52_P496403,-0.660086061,-0.354017343,-0.764232474,-0.490908171,-0.458393555,-0.463556445,-0.753459475,-0.552202381,-0.758034898,-0.519145928,-0.429914881,-0.47328746
1700001P01Rik,A_51_P236991,-4.443542416,-4.737290116,-4.44352769,-5.379936411,-5.51462681,-5.562493439,-5.186258879,-6.153326721,-6.334847951,-5.627901328,-6.138074188,-5.87284249
1700003E16Rik,A_51_P436594,-0.915759064,-0.675230177,-1.456272671,-1.470414035,-1.102646807,-1.282368661,-1.625054833,-0.929013502,-1.215252627,-1.409684641,-1.309646396,-1.130854411
1700003F12Rik,A_55_P2017724,1.550477037,1.004140855,1.532965733,1.377036468,1.726321846,1.583775692,1.342813317,1.521798145,1.478866309,1.565962203,1.65200416,1.814425842
1700003H04Rik,A_55_P2141826,1.184659993,1.555923777,0.609007357,0.944502327,0.539285686,0.686892627,0.638362408,0.487377316,0.385872028,0.729876186,0.61652958,0.408721516
1700006A11Rik,A_51_P449614,-6.892415015,-6.446265512,-6.088796338,-5.745351476,-6.366438423,-6.00954806,-5.919974428,-5.248003356,-5.716721091,-6.394023365,-6.363406589,-4.951683765
1700007K13Rik,A_55_P1982559,-1.431463579,-2.488630746,-1.756843266,-2.509275535,-1.604861539,-1.408268678,-1.87027617,-1.936639315,-1.966651699,-2.632687432,-2.204386221,-1.658547339
1700008O03Rik,A_55_P2237360,-0.481985349,-0.762815428,-0.234269765,-0.407632881,-0.12693966,-0.275581934,-0.679469823,-0.278409576,-0.415991292,-0.375641251,-0.274434943,-0.181501906
1700008P02Rik,A_51_P277836,-3.339649467,-3.483992906,-3.714945619,-3.251809335,-3.031635933,-2.978219825,-3.148101421,-3.009164058,-2.948575219,-3.300012344,-3.268895132,-3.298815149
1700009N14Rik,A_52_P464228,-6.890916015,-6.642417298,-6.78480236,-7.210702506,-7.009316457,-7.092477443,-6.693400112,-6.822074219,-6.443628992,-6.465274488,-6.582690718,-6.530616061
1700010B08Rik,A_51_P194319,1.066713608,0.883952391,1.22023945,1.384247226,1.381500236,1.402319272,0.893103327,0.944975039,1.327273253,1.317572353,1.448246652,1.279807606
1700010I14Rik,A_51_P116687,-1.863576323,-2.665279766,-2.090081167,-1.911421766,-2.190111136,-2.287010731,-1.759701349,-2.164369016,-2.358408425,-1.626001043,-2.32290993,-2.007519695
1700011L22Rik,A_51_P307901,-5.874723286,-6.362221838,-5.755226003,-4.852683231,-5.027874223,-4.840168228,-5.681534598,-5.220921538,-4.29014115,-4.827247815,-5.03375758,-5.22451329
1700011M02Rik,A_66_P126153,-2.911345673,-3.05920953,-2.248526123,-2.940331764,-2.175803869,-2.666733845,-3.282463993,-2.887646326,-2.695317618,-3.145231823,-2.237485237,-2.576604738
1700012A03Rik,NONMMUT056233,-3.466350089,-2.731036593,-3.790652749,-3.61519289,-3.345265182,-3.430885069,-3.013698617,-3.096305789,-3.291342796,-3.407380301,-3.90882979,-4.07485631
1700012B07Rik,A_51_P287241,-2.605729608,-3.623473523,-3.088379379,-2.824984462,-2.713643394,-2.847127888,-3.114378332,-2.842182823,-2.969614254,-2.695467565,-2.710738538,-1.891916736
1700012B09Rik,A_51_P193686,-1.736736828,-2.888187604,-2.433275592,-2.11785444,-1.943890746,-1.036894324,-1.797003991,-2.585585446,-2.459973527,-2.741053416,-2.97704562,-2.283634533
1700012P22Rik,A_51_P139349,-1.530948469,-4.322602497,-1.607583298,-2.076816101,-2.685066587,-2.645513794,-1.743909501,-1.251871502,-1.893464307,-1.131223333,-2.095181723,-1.309198368
1700013F07Rik,NONMMUT044783,-0.909362645,-1.028862974,-1.31851597,-1.168333381,-1.067489841,-0.852399292,-0.667197546,-1.419024732,-0.926866954,-1.768965272,-1.322593817,-1.308153537
1700013G24Rik,A_51_P324742,-3.878872783,-4.420576982,-4.231211147,-4.086349982,-4.174970984,-3.993545368,-3.818834866,-4.739572036,-3.906724431,-4.304411579,-4.250312386,-3.58440469
1700013H16Rik,A_51_P132483,-6.836822654,-7.015731138,-6.90984436,-7.269711809,-6.307977987,-6.685538677,-6.749624041,-6.845426628,-6.521350627,-6.441686071,-6.577930182,-6.492133293
1700015F17Rik,A_66_P132695,-6.811509805,-6.171140543,-6.816011493,-7.130206861,-6.379515998,-6.251115799,-5.982775152,-6.660169451,-6.317636628,-5.881617598,-6.422419363,-6.381997798
1700016C15Rik,A_51_P225493,-5.124127733,-5.77476313,-6.871151569,-5.576429689,-5.903101573,-5.005155155,-4.952682053,-4.638410258,-5.787146081,-5.615691502,-6.321919182,-5.445937923
1700016D06Rik,A_52_P306007,-6.320825646,-7.028575979,-6.942713209,-7.26786074,-6.191304007,-6.356527351,-6.782250259,-6.088533543,-6.504963132,-6.442001548,-6.572060018,-6.510442345
1700016H13Rik,A_66_P115959,-1.4974349,-1.639487252,-1.564303295,-1.501911709,-1.445843904,-1.392041382,-1.312812168,-1.390459485,-1.447340535,-1.126299714,-1.299527278,-1.282747099
1700016K19Rik,A_55_P2068356,0.286103508,-0.095169907,-0.306444351,-0.016571907,0.226204792,0.282821403,0.004995911,-0.318755246,-0.065394392,-0.36201662,-0.20985725,0.122985568
1700017B05Rik,A_52_P491569,0.743021787,0.959570838,0.978579422,0.655948522,0.759372863,0.609678089,0.680924594,0.994014287,0.853957836,0.612995955,0.979437184,1.20893585
1700017N19Rik,A_55_P1989023,-3.99700216,-5.229037419,-4.964027971,-5.759918053,-5.142404362,-5.183416527,-5.260326341,-5.25028555,-5.307974264,-6.268467024,-5.403866314,-5.285525126
1700018B08Rik,A_51_P271930,-6.852536637,-7.060207287,-6.911981857,-7.243944776,-6.939922366,-7.061753881,-6.677792516,-6.800766353,-6.456820691,-6.436581009,-6.57564701,-6.480951362
1700018F24Rik,A_51_P262925,-6.098729262,-6.482262902,-6.222650872,-6.531186794,-6.164719804,-6.344949263,-6.240117456,-5.407104472,-6.491931753,-6.318975679,-6.309020953,-5.142335165
1700018G05Rik,A_52_P91274,-4.609917495,-4.927690898,-3.753699125,-4.303320211,-4.523623142,-4.401802091,-4.262029181,-5.027823379,-4.648242915,-5.417178957,-4.719940997,-5.360876249
1700019D03Rik,A_51_P498772,0.611745607,0.807044143,0.549354702,0.475697647,0.606934285,0.867143232,0.436020292,0.892297753,0.595020069,0.618763874,0.599561973,0.979284918
1700019N19Rik,A_51_P307864,-2.006039467,-1.714120004,-1.678012027,-1.542617524,-1.917044982,-1.636397037,-1.292279285,-1.560961385,-1.603388339,-1.181853982,-1.507356103,-1.868890074
1700020A23Rik,A_55_P2089472,-6.947094716,-7.193635433,-7.045169121,-7.402886856,-7.05523871,-7.125504667,-6.820634012,-6.903075604,-6.519023354,-6.519903463,-6.649724268,-5.603241687
1700020D05Rik,A_51_P407866,0.746685107,0.770205014,0.525335686,0.342680205,0.601031497,0.396526553,0.279585779,0.485924483,0.388620736,-0.005378302,0.592805436,0.45986427
1700020N01Rik,gi|242397488|ref|NR_027968.1|,-1.582222823,-1.587393341,-2.079953008,-1.661121372,-1.80720554,-1.997066091,-1.755359785,-2.096527302,-2.672961249,-1.762066066,-1.991318809,-1.541939005
1700021F07Rik,A_51_P459818,-3.309805256,-3.296677003,-3.93916617,-3.302603049,-3.254760444,-3.154972878,-2.932147608,-3.116004472,-3.45228177,-3.448257489,-3.612408792,-3.288266461
1700022I11Rik,A_55_P1971259,-1.476033362,-1.93392017,-1.722875505,-1.489210012,-1.332004471,-1.416027912,-1.435607676,-1.541674873,-1.434078377,-1.363394927,-1.34550824,-1.383065914
1700024G13Rik,A_52_P625270,-0.009966952,-0.44663816,-0.136199426,-0.070060508,0.281641103,0.315763461,0.234963161,-0.168286822,-0.093022425,0.142979465,0.058608167,0.07043669
1700025C18Rik,A_55_P1997921,-4.444759396,-5.350360456,-5.342351304,-5.344783577,-5.164212228,-5.02935125,-5.991669541,-5.189876583,-5.360299361,-4.650034281,-5.690583814,-5.30599058
1700025G04Rik,A_51_P328489,3.040113758,3.177185154,2.844407855,2.712916655,2.779297784,2.823983593,2.43462912,2.626861276,2.75628607,2.770877352,2.655475181,2.732038518
1700028J19Rik,A_55_P2013863,-2.832689105,-3.300857507,-2.726994681,-3.127371534,-2.44829958,-2.575913024,-3.026041609,-2.909055186,-2.556399127,-2.756066725,-2.590366071,-2.719689055
1700028K03Rik,A_55_P2158391,-3.078478424,-3.138609328,-3.108861393,-2.963841783,-3.493345141,-3.236437208,-3.01673707,-3.503030635,-2.908992258,-3.196250603,-3.165478116,-3.40902875
1700028P14Rik,A_55_P2076782,0.746361855,0.453449436,0.670577959,0.404616428,0.874445132,0.765363003,0.690769201,0.646250657,0.67686065,0.349378136,0.485306691,0.974925383
1700029F12Rik,A_52_P568968,0.778273216,0,0.451128715,0.725867678,0.289972291,0.327334552,0.530311308,0.201819417,0.284781976,0.767817372,0.440597991,0.788100766
1700029H14Rik,A_55_P2031508,-3.576652204,-4.411926811,-4.060725154,-3.876246336,-3.55896612,-3.855602662,-3.32976635,-3.222659467,-3.578072134,-3.140358385,-3.362466385,-3.198626787
1700029I15Rik,A_55_P2047196,3.150409699,3.19986101,2.921061703,2.795019967,3.185792307,3.019576228,2.703021437,2.643810725,2.650745242,2.84120742,2.631828318,2.773504604
1700029J07Rik,A_52_P641195,-1.188859024,-1.411543439,-1.569280061,-1.039621705,-1.111821631,-1.037267394,-0.909557906,-1.267869487,-1.070806268,-1.234119176,-1.235560503,-1.366417321
1700029P11Rik,A_51_P231946,0.389766774,-1.281002305,-0.381957516,0.287516818,-0.694484056,-1.094304805,0.308921383,-0.140288936,-0.543767585,0.833588441,-0.757612905,-0.206816577
1700030J22Rik,A_52_P670735,1.966968389,2.232624153,1.658116084,1.736273617,1.996082256,2.25487791,1.93832582,2.144068282,2.222924099,1.818131452,1.876134941,2.317390783
1700030K09Rik,A_55_P2086387,0.380805455,0.195349622,0.186022037,0.040167184,0.413556756,0.176637241,0.151046124,0.212476003,0.21426078,-0.068903993,0.063142011,0.177474494
1700031F05Rik,A_51_P269020,4.843275733,2.999791977,4.408341811,3.620406943,4.350783701,3.83019117,2.289813219,2.1794943,2.615033887,2.722069361,2.912654703,2.457240571
1700031L13Rik,ENSMUST00000186079,-5.140235892,-6.682440711,-6.82421822,-7.281887623,-6.674551367,-5.784310267,-6.779316119,-5.92024525,-6.487011798,-6.291095938,-6.566370873,-6.499319455
1700034E13Rik,A_55_P2090299,-4.77035915,-6.680241469,-6.505432757,-5.442792282,-6.276904479,-6.23017575,-6.019322699,-6.093770627,-6.495973227,-6.482662138,-5.519638958,-5.448950831
1700034I23Rik,A_55_P2125496,2.342856008,2.655318197,2.430812069,2.397290329,2.164533732,2.156975024,1.80747811,2.009243028,2.00599825,2.138602361,2.128611757,2.171976281
1700034J05Rik,A_52_P199557,-4.895156764,-5.125323005,-4.898371626,-4.965545866,-6.566754985,-6.100616621,-5.868763377,-6.465900434,-6.211123201,-5.679919477,-5.540979921,-5.968802677
1700037C18Rik,A_55_P2070546,-0.085071051,0.050042192,-0.38214535,-0.493217758,-0.022492032,-0.091187983,-0.611528331,-0.268647949,-0.311828548,-0.568875863,-0.340098214,-0.104181291
1700037H04Rik,A_51_P221632,1.962931207,2.058236011,1.954775781,1.688359549,1.914441228,1.84520516,1.167133767,1.650795578,1.880169441,1.686052471,1.67076975,1.910420308
1700042G07Rik,A_52_P451830,-2.207250036,-2.71568474,-1.904693741,-2.27373906,-2.009858943,-1.84012179,-1.714859178,-2.255985931,-1.956928541,-1.671466903,-1.842814765,-1.940469926
1700056E22Rik,A_55_P2081055,-3.500945935,-3.677728371,-4.195485282,-3.763457465,-3.877261754,-3.611144278,-4.016513859,-3.502386866,-4.370487436,-4.073887592,-4.29438169,-4.625996687
1700057G04Rik,A_52_P1072877,-6.919802351,-7.126760388,-6.96394639,-7.267083042,-6.997068324,-7.126239857,-6.716073592,-6.814582939,-6.424273416,-6.376278578,-6.5654079,-6.512726301
1700064H15Rik,A_66_P140224,-2.546748468,-2.077215996,-2.102041106,-2.530495461,-2.23392526,-1.949907438,-1.970537365,-1.809198291,-1.502182432,-2.069647646,-2.03888813,-1.989946147
1700066B19Rik,A_55_P2126945,3.310179413,3.21976527,2.623551595,3.118962739,2.565757152,2.988158161,3.302941418,2.901803487,2.821909788,3.081988541,2.931337313,2.91954472
1700066M21Rik,A_55_P2119348,1.210678638,1.321725619,1.280680303,1.04488554,1.034052812,1.198809822,0.882278472,0.935826569,1.12142998,1.125123379,1.095745678,1.281283214
1700067K01Rik,A_52_P425971,-4.258372007,-4.129105076,-4.261856571,-4.421272932,-4.737952306,-4.455695003,-4.327358625,-5.260682028,-4.938032208,-4.317227391,-4.230407362,-4.562991827
1700069L16Rik,A_55_P2235421,-0.318931293,-0.38867538,-0.228465433,-0.08655844,-0.047929753,-0.11644976,-0.155169587,-0.206846823,-0.239855674,0.044069363,-0.087853786,-0.098475853
1700074P13Rik,A_66_P100451,1.557619859,1.659654612,1.578395347,1.563464937,1.713877365,1.833947667,1.669915008,1.70350747,1.660912374,1.708642426,1.755887209,1.63377688
1700080O16Rik,A_55_P2155201,-6.914060556,-7.08544821,-6.363474082,-7.315213118,-6.699757851,-7.091499612,-6.445689038,-5.916033916,-6.45412664,-6.480619512,-6.556487952,-4.849496341
1700084M14Rik,A_51_P428297,-0.141275895,-0.630503892,-0.225303804,-0.15138885,-0.286025216,-0.447433546,-0.621359054,0.005998995,-0.080172,-0.097718729,-0.209833307,-0.160454541
1700086D15Rik,A_55_P1957932,-2.523821895,-2.308410828,-2.355362244,-1.934703689,-2.437336157,-1.970687881,-1.890778773,-2.071097573,-2.091997023,-2.328830222,-2.484887368,-2.469192911
1700088E04Rik,ri|4932415B03|PX00017F07|4352,-1.175747469,-1.350919292,-1.008698015,-1.154414427,-0.826897503,-0.994465542,-1.133109071,-1.022505315,-1.03682021,-0.94847472,-0.940113311,-0.787102001
1700092M07Rik,A_55_P2014056,-2.995244251,-3.321195911,-3.113044289,-2.917060858,-2.90579355,-2.628425293,-2.493897132,-2.664984414,-2.869574562,-2.761043993,-2.607093083,-2.602489756
1700093K21Rik,A_51_P326550,-3.893739851,-3.93377834,-5.309243725,-4.131190474,-3.775626417,-4.555604142,-4.376092369,-4.986018044,-3.798043924,-4.903437069,-4.015412885,-4.33500559
1700102P08Rik,A_52_P382802,-4.804555656,-4.912805522,-4.950497023,-5.603107619,-5.243650466,-5.016613716,-4.747598427,-4.153288595,-4.691505579,-5.131811712,-4.800905529,-5.719720445
1700109H08Rik,ri|6330546P11|PX00647D17|2227,-0.329996715,-0.267439177,-0.562110088,-0.149402872,-0.61915639,-0.304292922,-0.113685204,-0.445650816,-0.943731354,-0.906244896,-0.628373465,-0.74362665
1700113H08Rik,A_51_P155909,-2.97838274,-3.471572143,-3.111019936,-2.972365268,-2.839165941,-3.467370864,-2.68523813,-2.841674451,-3.12983972,-2.411001154,-2.962919809,-2.675773958
1700122O11Rik,A_51_P139096,-2.741966497,-2.945973755,-2.665902003,-2.685263068,-2.650828218,-2.62776055,-2.837412061,-2.554712811,-2.693077087,-2.433865336,-2.605310147,-2.434927561
1700123K08Rik,A_51_P219594,-3.513666648,-4.212283754,-4.13627772,-4.028624399,-4.212228644,-5.267790097,-3.669610388,-3.892941225,-4.115208728,-4.051185926,-4.108392493,-3.006146429
1700123L14Rik,A_55_P2009270,-1.666362553,-1.428488801,-1.349585738,-1.267464324,-1.638794115,-1.446615803,-0.398788029,-1.232838657,-0.862351053,-0.679800875,-1.036299595,-1.931478621
1700123O20Rik,A_51_P368483,-0.24051244,-0.492137113,-0.335831748,-0.935003063,-0.281996377,-0.557073635,-0.721384671,-0.376072308,-0.467985339,-0.854523102,-0.492541957,-0.367900553
1700125H20Rik,A_55_P2144115,-3.829469351,-3.616999046,-3.836921967,-3.578863372,-3.636419645,-3.920693976,-4.861951349,-4.230642357,-4.905551343,-4.634422345,-4.781806074,-4.179635187
1700129C05Rik,A_52_P120870,-6.145193652,-7.168692597,-7.053753674,-7.416654718,-7.026617024,-7.172092234,-6.779083375,-6.89934874,-6.540097088,-6.55007125,-6.623781996,-6.189393872
1810009A15Rik,gi|555290183|ref|NR_104416.1|,-0.745949558,-0.776698108,-0.753446526,-0.784849262,-0.881053213,-0.974453238,-0.734186901,-1.171805515,-0.724506274,-0.695751576,-0.825379965,-0.850569335
1810009J06Rik,A_55_P2088780,-6.835892664,-7.015726372,-6.965466827,-7.306055998,-6.90926042,-6.921417883,-6.744934326,-6.701200479,-6.467118279,-6.474786124,-6.551493626,-5.992564684
1810010H24Rik,A_55_P2102095,0.667940409,0.798900952,0.410802667,0.623246752,0.601623251,0.815284442,0.216123074,0.356358095,0.441787501,0.244146189,0.28667139,0.436674813
1810024B03Rik,NONMMUT039680,-2.685838191,-2.414554917,-2.710418179,-2.476482967,-2.755323299,-2.615153312,-2.647422979,-2.240748157,-2.592715921,-2.015819581,-2.289790473,-2.358473278
1810030O07Rik,A_52_P111963,0.136376058,0.22765888,-0.213857419,-0.030530316,0.083024452,0.026959843,-0.300447768,-0.001474548,-0.181274287,-0.511808719,-0.235432638,-0.108256473
1810037I17Rik,A_52_P303176,-0.417783052,-0.425873289,-0.563600676,-0.810835918,-0.504507302,-0.69457864,-1.185104762,-0.676013355,-0.838528018,-0.896180857,-0.796374126,-0.694733514
1810046K07Rik,A_51_P173107,-5.555793505,-6.2937128,-6.223344255,-6.127594606,-5.933130839,-6.637896617,-6.005283546,-5.604489666,-5.413907059,-5.536788272,-6.500332595,-5.596749825
1810055G02Rik,A_51_P335480,0.386822738,0.16733157,0.028571284,-0.13669487,0.104697901,-0.15041301,-0.35919133,0.035709611,-0.042854529,-0.321974159,-0.076350592,0.0753231
1810058I24Rik,gi|241896999|ref|NR_027875.1|,-0.47161919,-0.644469474,-0.961978183,-0.81426133,-1.03090144,-0.821617974,-0.756470153,-1.063823395,-1.055248267,-1.030929394,-0.930570827,-0.985634048
1810062G17Rik,A_55_P1979335,-5.876456456,-5.324244509,-5.010767011,-5.109999691,-4.962325908,-5.015357088,-5.761347688,-6.229720305,-5.838352761,-6.399129861,-5.917037758,-5.396631187
1810065E05Rik,A_51_P154427,-6.870316721,-7.027189423,-6.967537179,-7.279606823,-6.978954859,-7.088650021,-6.710547602,-6.831599667,-6.443598234,-6.461523533,-6.585766437,-6.522888937
2010003K11Rik,A_51_P450278,-4.536981737,-4.881418271,-4.604347691,-4.213402931,-4.255616357,-4.707483728,-5.154647457,-4.570501634,-4.282911586,-4.46633452,-4.386610319,-5.076129718
2010106E10Rik,A_55_P1971120,-6.768447591,-6.892743489,-6.911238204,-7.258692257,-6.797024419,-6.95455295,-6.591870422,-6.675513233,-6.439819605,-6.377284831,-6.419518107,-6.352392701
2010109A12Rik,A_51_P413507,-0.982894835,-0.531940418,-0.823792908,-0.694690034,-0.570217197,-0.460929412,-0.684278387,-0.434115863,-0.514769754,-0.579879947,-0.391694596,-0.757904895
2010300C02Rik,A_51_P333622,4.205866057,4.056888647,3.983735812,3.882818037,4.12019855,3.934808911,3.973927943,4.043668767,3.823446222,3.961658453,4.085662252,4.236406941
2010315B03Rik,A_55_P2155644,-0.854600709,-0.915290926,-1.103411179,-1.353358211,-0.745378159,-0.666534555,-1.077335156,-0.482042671,-1.078383013,-1.261590746,-0.89856101,-0.845896822
2200002D01Rik,A_51_P502872,-2.325984004,-2.082352714,-2.363681623,-2.15626122,-1.887668066,-1.734018922,-1.89041354,-2.052647282,-2.022739378,-1.738823312,-1.88774264,-1.68155714
2200002J24Rik,A_51_P342629,-4.721324603,-5.578399962,-5.087128997,-4.408352309,-4.623138408,-3.85676187,-5.045880091,-3.799488536,-4.679541411,-4.403524394,-4.700280096,-4.040647487
2210010C04Rik,A_55_P2063261,-5.075423895,-5.519121166,-4.389190805,-5.408317186,-4.291387628,-4.362893171,-4.000601126,-4.35351675,-4.653261282,-4.368804448,-4.750688694,-4.132384113
2210016F16Rik,A_51_P224175,0.50162087,0.352903047,0.358314847,0.616770268,0.130531611,0.488941383,0.408206808,-0.023238501,0.312192567,0.0043216,0.206261692,0.179572862
2210016L21Rik,A_55_P2129311,3.524457341,3.446883191,3.381204512,3.199753397,3.480373643,3.384629126,2.963472963,3.369813438,3.323713006,3.084225149,3.293280485,3.515932695
2210017I01Rik,A_66_P103198,-1.390260139,-1.689098711,-0.332472986,-1.170617933,-0.741535541,-1.187882779,-1.08254702,-0.647493994,-1.283786271,-1.08004899,-0.822999463,-1.075331529
2210407C18Rik,NONMMUT009937,-5.610674788,-6.041993514,-5.050364292,-5.532639239,-5.603628272,-5.371613536,-5.862331175,-4.688363419,-5.590668255,-5.574979353,-5.598029152,-5.946895175
2210408I21Rik,A_55_P2162185,3.056487811,2.633133942,3.168771391,2.467116741,2.887432221,2.865819195,2.970817897,3.25966806,3.077727241,2.953892046,3.143825543,3.175311764
2300002M23Rik,A_51_P402144,-6.579394876,-7.047637149,-6.983855766,-7.052021618,-6.92782078,-7.065997423,-6.495254852,-6.822361561,-6.506702868,-6.480316433,-6.564151799,-6.46476978
2300003K06Rik,A_55_P2186802,-4.520999347,-5.121707571,-3.653019471,-4.266128515,-3.024518698,-3.367724029,-3.684151226,-3.780378359,-3.214642084,-3.768590279,-3.217379692,-3.009634296
2300009A05Rik,ri|E330028H23|PX00212F07|932,1.187472159,1.328551589,1.123573416,1.287548209,0.892728348,0.66057539,0.976607878,0.700036634,0.798422462,1.017549715,0.858433883,0.807481348
2310002L09Rik,A_52_P294261,-4.363344769,-3.866072945,-4.197947839,-3.589953552,-3.756004557,-3.739726147,-3.90466893,-3.365677396,-2.897589221,-3.883158787,-3.226592885,-2.921719851
