gene_name,selected_probe_id,GSM2510565,GSM2510566,GSM2510567,GSM2510568,GSM2510569,GSM2510570,GSM2510571,GSM2510572,GSM2510573,GSM2510574,GSM2510575,GSM2510576
Gltp,A_51_P255271,3.093663118,2.97962906,2.845338367,2.932306652,3.17131791,3.156617567,3.040876965,2.874430026,2.630078829,2.938925796,2.562986697,3.18089749
Gltpd2,A_51_P278266,-4.30378721,-4.36263404,-4.082711899,-3.848493487,-3.494295888,-3.299513143,-4.189595381,-3.849393337,-3.640763167,-3.968634061,-4.090327936,-4.180203627
Glud1,A_55_P2108171,4.228840634,4.303753974,4.244557095,3.904776837,4.117813435,3.989428123,3.586789734,3.937047103,3.817244297,3.999344849,3.945115432,4.097075981
Glul,A_55_P2142146,4.443144756,4.256830585,4.473582525,3.794035216,4.281394941,4.153461181,3.972551927,4.235923897,4.002904711,4.189637199,4.152202625,4.389521845
Glyat,A_51_P318856,-2.327758338,-2.247606149,-2.007370318,-1.889145309,-1.828434042,-1.869603147,-2.017571571,-1.750250695,-1.782275597,-1.640927114,-1.780262544,-1.796646367
Glyatl3,A_55_P2179821,-3.610601964,-4.53938431,-4.152493256,-3.942370171,-3.545582292,-3.637525651,-3.636804613,-4.073390524,-3.529657829,-3.14723799,-3.749585042,-3.371957214
Glycam1,A_52_P602847,-2.994125736,-3.153710358,-3.140796052,-3.428655597,-4.152733068,-3.692164743,-2.907170069,-3.083278859,-3.51531864,-3.514477673,-3.429514963,-2.716855144
Glyr1,A_51_P133052,2.868305888,2.991187577,2.858827666,2.775596989,2.557234715,2.802159296,2.569637244,2.615265893,2.724377251,2.484860948,2.675927342,2.790720685
Gm10024,A_55_P2083186,-0.811923249,-0.86708734,-0.91202307,-0.675055887,-0.981082388,-0.74816177,-0.532874903,-0.603475031,-0.793121416,-0.304956305,-0.662364528,-0.536370128
Gm10033,A_55_P2004915,1.746161286,1.744596444,1.602852355,1.55938438,1.68510902,1.54730077,1.703315375,1.559871659,1.788032653,1.215093374,1.473897049,1.298495424
Gm10037,A_55_P2090929,-2.270901108,-2.550446587,-2.330807422,-2.521036836,-2.4537773,-2.374891425,-2.622248026,-2.480765254,-2.007729455,-2.205236054,-2.305924877,-2.355086458
Gm10061,A_55_P2048499,2.72746595,2.406629691,2.477809198,2.614741292,2.553988502,2.557307746,2.511174175,2.598254253,2.55346911,2.616129148,2.702224568,2.819166319
Gm10139,A_55_P2161958,4.017820587,3.680078895,3.632292439,3.652815004,3.921186882,3.82611968,3.619667708,3.709725122,3.802603437,3.680351612,3.758235912,3.363665612
Gm10142,A_55_P2083184,2.621772749,2.715403917,2.447338638,2.795856071,2.437433355,2.522927786,2.599646142,2.312040979,2.620635943,2.808275568,2.642199609,2.3502523
Gm10153,A_55_P1985304,3.64312787,3.561152228,3.672989171,3.60482266,3.688529213,3.797650809,3.454688441,3.777372547,3.73812729,3.792642115,3.786440159,3.889591895
Gm10160,A_55_P2106079,3.203593958,3.038131485,3.390798861,3.337345442,3.491927545,3.269097675,3.064176324,2.906704752,3.36707353,3.289214885,3.274761901,3.318040739
Gm10197,A_55_P2133410,1.361413269,0.942637617,0.899161611,0.414194101,1.138697628,0.734917822,0.660006694,1.091767659,0.683668211,1.197565539,0.75315949,1.17749155
Gm10220,A_55_P2163090,0.181188672,0.560174056,0.797450716,0.665188296,0.50578936,0.613753225,0.816965334,0.474989458,0.529630667,0.763576604,0.536741272,0.403856322
Gm10228,A_55_P2119761,4.175772231,4.115564397,4.05819282,4.087804897,4.082845733,4.08526341,4.257399111,4.219724671,4.247044035,4.107527702,4.079973682,4.243259757
Gm10229,A_55_P2024115,1.177245267,1.418148619,1.394338609,1.379071706,1.38788042,1.52871178,1.042533875,1.433147001,1.562103513,1.650786893,1.648792929,1.384882465
Gm10267,A_55_P1978071,-4.146693915,-5.454060651,-4.446605151,-4.200193688,-4.576819205,-4.783176467,-4.331587726,-4.115810131,-4.535323481,-4.697444214,-3.781950667,-3.622533391
Gm10272,A_55_P2083180,1.458631132,1.64833621,1.394584488,1.724827573,1.153470614,1.551517044,1.627782346,1.311310025,1.513370528,1.523185982,1.481314673,1.245678192
Gm10277,A_55_P2157403,-2.594720455,-1.97582827,-2.222930225,-2.027099452,-2.13923081,-2.323589166,-2.121598253,-2.161869261,-2.059780414,-2.473189865,-2.105923296,-2.272921852
Gm10283,A_66_P122468,-4.072192642,-4.528012155,-4.854740707,-4.095385562,-4.145784008,-4.056428392,-3.951109979,-3.468680574,-4.429274715,-4.874186219,-3.750445457,-3.626478556
Gm10302,A_55_P2130516,0.172794533,0.132512276,0.018467012,0.019666046,0.11384934,0.376806299,0.320300499,0.208749836,0.303904681,0.375640029,0.177709159,0.215464209
Gm10309,A_66_P109681,-4.344895115,-4.197711248,-3.920269416,-3.642884982,-4.090775244,-3.964205029,-3.455595171,-3.703152898,-3.328166038,-3.70472929,-3.540638739,-4.028258644
Gm10318,A_55_P1999246,6.062832484,6.070255169,5.962966105,5.903583096,5.991824189,5.97242191,5.852733564,5.921021308,5.874912938,6.081844957,5.981181131,6.03338172
Gm10337,A_55_P2073692,0.469328146,0.731396455,0.17119032,0.357528865,0.375345439,0.397803725,0.5909555,0.374428137,0.636992356,0.356317479,0.546077075,0.444229432
Gm1043,A_55_P2035817,0.298329083,0.418949554,0.35215022,0.362510858,0.557166745,0.569450616,0.5858706,0.763785399,0.58418688,0.695268007,0.655916154,0.673781361
Gm10436,A_55_P2124923,-0.594625652,-0.849038688,-0.590034161,-0.603555363,-0.563874584,-0.508653391,-0.862759897,-0.633665086,-0.652474722,-0.205476602,-0.526002333,-0.463488213
Gm10521,A_55_P1964767,-6.907970292,-4.849321036,-5.959054403,-6.579983566,-7.009602043,-7.162046206,-6.812005015,-6.403822116,-6.548856642,-5.395306797,-6.508004979,-6.536167372
Gm10542,A_55_P2091010,-4.541524899,-4.603893916,-4.606455499,-4.219120711,-4.414982001,-4.190018452,-4.558216745,-3.851104613,-4.222544785,-3.951589239,-4.409784884,-3.852942492
Gm10639,A_55_P2069969,-3.724908932,-3.748911011,-3.450315481,-4.530502809,-3.575581091,-4.545486207,-4.52024839,-3.91446895,-4.573300592,-3.419322975,-3.983008853,-4.560960601
Gm10643,A_55_P2165489,-0.710885775,-0.697952432,-0.698650016,-0.635908509,-0.671601419,-0.489349248,-0.731408946,-0.425254714,-0.673273387,-0.918364498,-0.822209546,-0.906387093
Gm10717,A_55_P2093862,8.922463578,6.688348915,7.638045606,7.400703873,7.86076784,5.648690408,7.556042044,8.22234652,6.82519841,7.941573311,6.203228195,8.740336222
Gm10718,A_55_P2165554,8.696814818,6.576803157,7.47945691,7.36022073,7.79371462,5.350255461,7.421613402,8.050750045,6.704860685,7.770561336,5.945011065,8.594152774
Gm10767,A_55_P2032267,1.467454256,1.334578678,1.371587208,1.114932078,1.257568434,1.095412479,0.73567299,0.977334317,0.964539032,0.963590956,1.188749864,1.083859258
Gm10770,A_55_P2142376,-0.490718192,-0.721924461,0.09781531,-0.448381171,0.22757467,0.282220332,-0.005475923,0.330739475,0.085818015,-0.313511516,0.300861873,-0.151516053
Gm10775,A_55_P2084763,2.213983174,1.881245593,1.912154777,1.992956477,1.800757377,1.758449326,1.923755607,1.772971684,1.719365119,1.924468365,1.950187055,2.082032752
Gm10799,A_55_P2136410,-1.395674949,-1.748280872,-1.736238768,-1.319374106,-1.915775341,-1.71586022,-1.377300869,-1.579815485,-1.674720311,-1.236878,-1.591942483,-1.251883436
Gm10999,A_55_P1988232,3.421296504,2.916653565,2.963343496,3.346668422,3.000516728,3.182948574,3.192137325,3.146662325,3.20888869,3.33073215,3.234619475,3.162743049
Gm11011,A_55_P1955268,-3.850394937,-4.272225,-3.551217673,-3.905886847,-2.897483671,-3.050544412,-2.982997488,-3.236786323,-3.009477667,-3.422197363,-2.829454039,-3.127161814
Gm11020,A_55_P1972464,-3.464686982,-4.304751731,-4.002401813,-4.17771205,-4.013152823,-4.039867232,-4.264637425,-3.97292579,-4.356752258,-3.816555399,-3.991800424,-3.887092031
Gm1110,A_55_P2107967,0.083416945,-0.052712109,0.10630032,-0.062204904,0.027009943,0.211452445,0.115205182,-0.008504889,0.032767686,0.217737468,0.181285563,0.16172584
Gm11100,ri|D830032D10|PX00199D17|1683,-3.947022012,-3.861235327,-3.711309915,-3.465417971,-3.588921766,-3.556439791,-3.71018946,-3.713226051,-3.369508062,-3.254375327,-3.536194156,-3.525587063
Gm11127,A_55_P2125049,2.222497099,2.398740547,2.108457486,2.323702473,2.21710753,2.174376084,1.956048075,2.049845432,1.935052565,1.956513354,2.113084807,2.279259362
Gm1113,ENSMUST00000183573,-1.733645496,-1.246368497,-1.166631759,-1.275004896,-1.190704987,-1.114478055,-1.721126934,-1.52195347,-1.300501346,-1.366119187,-1.227151031,-1.360228136
Gm11213,A_55_P2136976,-1.647711656,-1.714248687,-1.362751919,-1.383579593,-0.746028926,-0.745412862,-1.181756531,-1.123759315,-0.935003885,-1.157815232,-0.814565659,-0.709118539
Gm11214,A_55_P2001068,5.866073905,5.30008922,5.955753086,5.275492464,5.831100269,5.616251701,5.30473753,5.647324039,5.596515464,5.438288672,5.643072232,5.805496281
Gm1123,A_55_P2172624,-2.638122495,-3.265932916,-2.912401611,-2.792799072,-2.820066457,-2.913414182,-2.573840129,-2.559379945,-2.797456706,-2.538382497,-2.844992905,-2.987719744
Gm11232,A_55_P2156175,-2.382710317,-2.526557599,-1.967256193,-2.037775279,-1.635427294,-1.872340496,-2.148129398,-1.948429424,-1.912415993,-2.070967988,-1.602184077,-2.01285004
Gm1141,A_55_P2152896,-6.781271403,-7.008006398,-5.711746378,-6.281902404,-5.527944161,-6.331656695,-6.524804036,-6.733860011,-5.284391329,-6.511425659,-5.533154788,-6.535419468
Gm11437,A_55_P2115220,-0.66707993,-0.377235769,-0.509112047,-0.409226314,-0.275360993,-0.173721653,-0.37186957,-0.240716825,-0.255635074,-0.228672421,-0.148873718,-0.333385901
Gm11444,A_55_P2009191,-6.870209446,-7.114438802,-6.995658682,-7.368733975,-6.951902515,-7.130762007,-6.849371813,-5.733952872,-6.564907654,-5.792490558,-6.648146727,-6.538846018
Gm11541,A_66_P130444,-5.693717495,-5.817147918,-5.574047468,-4.828000869,-5.192600539,-5.747464952,-5.992550847,-5.880528658,-5.828525081,-5.546314507,-5.663890358,-6.032013968
Gm11549,NONMMUT042616,0.036153696,-0.090069263,0.169659727,0.143464132,0.378051039,0.374463136,0.276805633,0.385969028,0.414891572,0.387746434,0.420066601,0.241413689
Gm11555,A_55_P2054568,-6.31816977,-5.41058686,-5.74972328,-4.920435117,-5.99958138,-5.669296126,-5.436284189,-5.258480559,-5.479254335,-5.557399003,-5.443074701,-5.111372864
Gm11559,A_55_P2065113,4.618870975,4.673887425,4.624067165,4.542055875,4.808129675,4.692215535,4.460916721,4.592606646,4.691070138,4.574643541,4.743322889,4.751541677
Gm11563,A_66_P138469,-6.262262928,-6.287101814,-6.309719962,-5.48081654,-6.450851505,-6.926848215,-6.543946214,-5.996027319,-6.171695577,-5.184041401,-5.571722363,-5.697155054
Gm11564,A_55_P2026639,0.765188898,0.400001024,0.371172546,0.615139936,0.525691345,0.414180886,0.478673179,0.324029798,0.485534714,0.743560783,0.566854897,0.821626613
Gm11565,A_55_P1960778,-4.229687214,-6.178014069,-5.23123074,-5.411686048,-6.644270074,-7.070679979,-5.190553873,-4.28242708,-5.143220222,-4.843013209,-5.267464343,-4.553052656
Gm11567,A_55_P1992408,-5.19875262,-5.091417734,-5.000299695,-5.010834928,-5.548309486,-5.843235618,-6.010066874,-4.25462923,-5.807260271,-5.217863385,-4.880094475,-5.850463806
Gm11568,A_55_P1997345,-6.871577019,-6.930230603,-5.23544964,-6.703094206,-6.394139893,-7.035104157,-6.555950547,-6.403344253,-6.184571889,-6.354058538,-6.555568335,-6.386354039
Gm11595,A_55_P1963576,2.413796351,2.239067937,1.792688509,1.924237669,1.932271232,2.14408366,1.607273891,1.927185036,2.127065604,1.799678898,1.926964665,2.176892898
Gm11627,A_55_P2123484,-1.384741971,-1.20997863,-1.431472963,-1.957633627,-1.315465093,-1.50263868,-1.58831968,-0.909615553,-1.331087755,-1.349582926,-1.466123125,-0.941987345
Gm11634,A_55_P2051082,-2.622876347,-3.009187466,-3.348810022,-2.54041294,-2.679308305,-2.590537363,-2.596752074,-2.727980299,-2.811770964,-2.906551308,-2.929725173,-2.241396316
Gm11639,A_52_P386109,-2.088777746,-2.256075107,-2.141433481,-1.997698856,-2.236322326,-2.190245729,-2.22052177,-2.224415324,-2.177922041,-2.011911269,-2.242336089,-2.309039407
Gm11733,A_66_P130213,-0.449734871,-0.314616769,-0.310010598,-0.292655207,-0.587404925,-0.455439491,-0.088339224,-0.447304464,-0.335683197,0.054260227,-0.317275848,-0.520489596
Gm11938,A_55_P2059680,-2.597500927,-2.96415977,-2.74955481,-2.289768327,-2.555749358,-2.674051693,-2.915124266,-2.348786702,-2.943656512,-2.226395878,-2.662257732,-2.349053196
Gm11939,A_55_P2178664,-0.704412499,-0.438263824,-0.573320545,-0.3636696,-0.523593052,-0.25897685,-0.569595833,-0.776673791,-0.41423962,-0.473921964,-0.439079208,-0.720700154
Gm11992,A_52_P322941,-2.777617595,-2.841116179,-2.63477676,-2.940172105,-2.400651514,-2.610240213,-2.93783321,-2.770605375,-2.975018083,-2.939683322,-2.678413083,-2.594326854
Gm12169,A_66_P105477,-1.484600857,-1.447928014,-1.750843682,-1.423366007,-1.448852427,-1.269505993,-1.496989149,-1.567189444,-1.487410315,-1.100360349,-1.514597547,-1.653404694
Gm12185,NONMMUT009535,-2.055196467,-2.104759892,-1.987797915,-1.587450226,-1.745420702,-1.768187989,-1.949466523,-1.792385382,-1.755394811,-1.614479406,-1.818341781,-1.729602356
Gm12216,A_55_P2100628,0.28702115,0.280577816,0.325985615,0.537007911,0.380630686,0.30352582,0.412683212,0.356814776,0.324874568,0.862504013,0.484527496,0.503014224
Gm12253,A_55_P2033887,0.399927587,0.214798467,0.459125839,0.541014171,0.406443465,0.411745534,0.451717621,0.375905165,0.467059363,0.598627335,0.572217801,0.585982565
Gm12258,A_55_P2115260,-0.169832654,-0.239033724,-0.155029558,-0.560063653,-0.181931715,-0.319452916,-0.332214142,-0.292288345,-0.328748887,-0.428524185,-0.327366284,-0.199009721
Gm12569,A_52_P606065,-1.163145715,-1.301472345,-0.434325623,-0.666810832,-0.263780903,-0.287197312,-1.039539709,-0.517538177,-0.318696761,-0.481911769,-0.265253154,-0.203460056
Gm12666,A_55_P2032187,0.231147204,0.33260932,0.124981876,0.128963601,0.242450585,0.248926113,0.2198803,0.440566751,0.317006033,0.059231425,0.433007087,0.442067574
Gm12689,gi|755475322|ref|XR_401827.2|,-0.809506281,-0.501591052,-0.783899165,-0.16482699,-0.359903442,-0.457914415,-0.147499184,-0.340994313,-0.359221413,-0.306497389,-0.537618279,-0.471097373
Gm12695,A_55_P2155372,-1.965847591,-2.397742002,-2.278078998,-2.220337912,-2.015294183,-1.762568349,-2.090218175,-1.840236017,-2.007887656,-2.294825542,-2.035415534,-1.885409687
Gm12789,A_55_P2029808,-4.108156484,-4.691092789,-3.56166886,-4.243149633,-4.253847283,-3.914633738,-3.367671997,-4.017083902,-3.886845746,-3.947072408,-4.485530052,-3.534813456
Gm12790,A_55_P2025433,-3.510654983,-4.32778848,-4.414400006,-4.629144035,-3.87213755,-4.393632436,-4.310546565,-4.084685494,-4.014605873,-4.339390163,-4.515167444,-3.996907773
Gm12794,A_66_P110082,-2.896349328,-3.418047733,-3.294003116,-2.723364987,-3.272495487,-2.998582212,-3.195432973,-2.737161012,-2.868213995,-2.72707571,-3.091816905,-2.580083271
Gm128,A_55_P2051796,1.575568501,1.602974658,1.157895926,0.891090798,1.550515604,1.255082327,0.976008614,1.040915426,1.069521149,0.610613039,0.99733194,1.389971864
Gm12800,A_66_P130485,-3.008608738,-3.277252772,-2.820754588,-2.623914797,-3.158800656,-3.323779801,-3.034100942,-2.903962659,-2.937151117,-2.776424311,-3.125876693,-2.631021637
Gm12830,gi|295424131|ref|NR_033617.1|,-5.126678008,-6.449489232,-5.790265461,-6.19837957,-5.372544378,-5.75912513,-6.111978869,-6.366175233,-4.961758778,-5.582204763,-5.540780133,-4.788042833
Gm12845,NONMMUT048939,-4.904243475,-5.555563673,-6.415457954,-6.993932168,-6.910486645,-5.879580702,-4.769518208,-5.336927688,-6.140176635,-6.477733404,-6.580618625,-6.537456228
Gm12886,A_55_P2107178,-6.462945455,-6.889726593,-6.074996808,-7.009725561,-4.936845607,-6.220197085,-6.75734291,-5.811478528,-5.875001249,-5.855242057,-5.574436096,-5.718647577
Gm12888,A_66_P133702,-6.809440391,-7.058174548,-6.874790559,-7.218658625,-6.897981154,-7.08201085,-6.750172789,-6.79697946,-6.437561416,-6.313964693,-6.512378527,-6.45100788
Gm13023,A_55_P2135865,-3.971615538,-6.765712819,-6.897989938,-5.859340989,-6.095485438,-6.521978051,-6.73534071,-6.359637372,-6.527745021,-5.476621689,-6.549987036,-4.033884633
Gm13030,A_55_P2110340,-1.934599356,-2.405552092,-2.315952442,-2.296004189,-2.173739953,-2.324354429,-2.57333996,-2.059887706,-2.273975413,-2.372035442,-2.483427023,-2.279999721
Gm13078,A_55_P2068280,-3.420990525,-4.519154718,-3.561382462,-3.605462784,-3.804874446,-4.404212955,-3.823433741,-3.713596198,-3.866552628,-3.742633969,-3.63756133,-3.709722504
Gm13083,A_55_P2131183,-3.86721679,-4.664108167,-4.130060184,-4.130884172,-3.88357552,-4.091639589,-4.205785013,-3.80834599,-4.017297699,-3.869928401,-4.28650437,-3.582830298
Gm13084,A_55_P2023156,-0.086885186,0.150018317,0.1022804,0.08918282,0.195695005,0.286127746,-0.067465251,0.309211902,0.189695222,0.187574397,0.348119166,0.120800139
Gm13088,A_55_P2161636,-2.142205535,-3.636547523,-1.984125049,-2.521430623,-2.125193244,-2.430652271,-1.968596716,-1.503181536,-1.73907452,-1.451437861,-2.228631073,-1.492513155
Gm13090,A_55_P2025323,-4.070928984,-4.256129839,-3.650908763,-3.03368906,-3.143304978,-3.64922087,-3.923555602,-3.021615519,-3.465054236,-3.367021611,-3.298663031,-3.306991329
Gm13101,A_55_P2018776,-1.163636135,-1.635237497,-1.191718534,-1.159059076,-0.949313927,-1.053433824,-1.579141675,-1.162913531,-1.034800859,-0.956940623,-1.204630216,-1.029246421
Gm13103,A_55_P2147742,-6.911487907,-7.105299547,-7.038613174,-7.372682426,-6.983870329,-7.110326625,-6.666397556,-6.800326253,-6.462037785,-6.481191388,-6.540855792,-5.724203539
Gm13119,A_55_P1959146,-2.496465887,-3.148031074,-2.666684074,-2.527079791,-2.719009467,-2.717473207,-2.738070169,-2.804158147,-2.769855627,-2.542684557,-2.820194267,-2.651572919
Gm13128,A_55_P2125114,-6.737953471,-6.888287954,-6.049318136,-7.256598954,-6.790891308,-6.942544301,-6.604326819,-6.645507102,-6.445082134,-6.2590305,-6.367516854,-6.310076113
Gm13199,NONMMUT035479,-3.690580855,-3.319512364,-3.614259103,-3.175688636,-3.63271043,-3.496360639,-3.007942153,-3.534447834,-3.561158372,-3.442368545,-3.489961347,-3.791768812
Gm13212,A_55_P1995924,-0.423752124,-0.3553536,-1.000744139,-0.613409807,-0.896842844,-0.782918055,-0.804906756,-0.922408949,-1.105352611,-1.277247338,-0.77435207,-0.973433539
Gm13285,A_55_P2141724,-2.614158238,-3.801500011,-2.681257787,-3.04054885,-2.576615457,-2.49412524,-3.04961079,-2.600700581,-2.407071894,-2.935596074,-2.645937306,-2.215103613
Gm1330,A_55_P2024823,-6.682144716,-7.001933852,-6.973360604,-7.304621399,-6.896142253,-7.032751605,-6.597118382,-4.770986202,-6.440594831,-6.427978325,-6.488822654,-6.405434062
Gm13398,gi|755472168|ref|XR_399612.2|,-6.753923071,-6.956442558,-6.871077202,-7.168449116,-6.853199529,-6.992164527,-6.646597048,-6.712473524,-6.373048827,-6.356915346,-6.446589774,-6.32710579
Gm13420,A_55_P2096722,-4.498564444,-4.064540278,-4.173447659,-3.931317012,-4.008176501,-3.791813566,-5.092433552,-4.045999774,-4.275051538,-4.044023764,-4.449673781,-4.553105795
Gm13539,ri|4930549E05|PX00035K07|599,-0.824251416,-1.066119937,-0.651866216,-0.587152533,-0.679189162,-0.833584981,-0.141653855,-0.354759939,-0.718939164,-0.105951263,-0.447596057,-0.699587474
Gm13547,A_55_P2036580,2.392933145,2.434208604,2.113650269,2.229645684,2.247009515,2.266701444,2.144917222,2.028989897,2.179965456,1.913589212,2.222892402,2.212072747
Gm136,A_55_P2122460,-6.145600419,-7.155656408,-7.072247792,-5.111626374,-7.031660353,-4.860957437,-6.686655989,-6.837259511,-6.508559025,-6.54511853,-6.573773898,-6.568041037
Gm13723,NONMMUT038336,-6.740848079,-6.973242653,-6.916068251,-7.181917004,-6.908766692,-6.956515204,-6.687185169,-6.741841008,-6.448935947,-6.364027152,-6.522103361,-6.456639717
Gm13889,A_66_P105032,2.092219904,2.019942871,1.971892979,1.733676635,1.946944444,1.958030618,1.674779434,1.764652409,1.772220939,1.636550568,1.775485774,1.840071662
Gm13941,A_66_P130276,0.718083832,0.536607646,0.663531089,0.75588638,0.699870543,0.778943285,0.666650294,0.799220047,0.80438604,1.04683302,0.778088792,0.737043106
Gm14124,A_52_P28057,3.768313988,3.454723048,3.665392266,3.569246536,3.723995721,3.64655049,3.466706223,3.558119496,3.537775739,3.485354451,3.655469757,3.385511309
Gm14137,A_55_P2094484,-2.750765548,-2.628936988,-2.515015187,-2.379253319,-2.47237549,-2.496514587,-2.719668167,-2.936004943,-2.259839565,-2.585043321,-2.53182842,-2.986054168
Gm14139,A_52_P312371,5.023260072,5.059177867,5.018452914,5.236833657,5.180509982,5.413458761,5.306294474,5.152759827,5.14635072,4.728426775,5.404926904,4.592531416
Gm14190,A_55_P2172375,2.072986651,1.961315594,1.755184607,1.949687264,1.8094729,1.938515086,1.893836019,1.886954187,1.856008307,2.062357917,1.87971107,2.091768362
Gm14214,A_55_P1971269,3.116733691,3.251573997,2.69705694,2.762441002,3.009275424,2.843271608,2.473599425,2.732539106,2.775205952,2.532819097,2.731778266,2.900102186
Gm14296,A_55_P2284560,-0.663602168,-0.431588512,-0.653548276,-0.935406974,-0.883227561,-0.921614431,-0.664078282,-0.811737618,-0.759423311,-0.589164399,-0.796319511,-0.645517211
Gm14305,A_55_P2013396,5.970107222,5.833552883,5.886484258,5.708841971,5.940880581,5.911012081,5.906754986,5.59121776,5.73869119,5.660489051,6.063063504,5.642267558
Gm14322,A_55_P1995774,6.318531396,6.1673038,6.214856569,6.237221499,6.341895503,6.33887141,6.309450415,6.377532515,6.312691876,6.330329848,6.313936899,6.142402115
Gm14391,ri|A630022A22|PX00145A03|5539,0.280791989,0.33066797,0.669491174,0.535694672,0.058607061,0.150732052,0.66698711,0.361822008,0.290809333,0.467608528,0.304456637,0.231333445
Gm14393,A_55_P2052535,5.674890774,5.604489901,5.486144102,5.503969612,5.487332103,5.622527962,5.548561696,5.37593532,5.59760996,5.435334076,5.466572987,5.324258061
Gm14399,A_55_P1996088,6.786165235,6.767788918,6.663503626,6.526964789,6.763124028,6.85504697,6.75897656,6.707512803,6.548385963,6.46634535,6.779670257,6.465416706
Gm14401,A_52_P262676,6.383988386,6.169972812,5.990034901,6.268922349,6.383476233,6.161575796,6.234812572,6.129716858,6.276407635,5.971970608,6.346292944,5.955852307
Gm14409,A_55_P1962454,5.382626201,5.14211736,5.360611916,5.205098447,5.537397522,5.519885536,5.425813086,5.537910036,5.485706965,5.332253177,5.589745177,5.34341035
Gm14410,A_55_P2157551,5.390503143,5.283349143,5.296743381,5.208783383,5.396356929,5.482278701,5.478477959,5.508649796,5.406147187,5.326674346,5.368289717,5.33325227
Gm14412,A_55_P1995892,6.499746535,6.451075209,6.325478923,6.266528649,6.424878598,6.53097097,6.267586971,6.358248611,6.412760324,6.397730361,6.436086195,6.314195978
Gm14418,ri|C820011L23|PX00088I23|1416,2.105177936,2.029187463,2.130864826,2.01071165,2.106336858,1.989970103,1.692237752,1.814159798,1.924357713,1.797680222,1.955007985,1.940497733
Gm14419,NONMMUT041693,1.680779274,1.543943136,1.788940575,1.540588112,1.643584303,1.744585946,1.400122134,1.733689076,1.426702897,1.583437485,1.64481125,1.68454612
Gm14443,A_55_P2001168,6.332749143,6.201976112,6.265074064,5.997473078,6.439148978,6.277290799,6.384234713,6.287934069,6.265581382,6.24234337,6.356063189,6.159591408
Gm14496,A_55_P1982514,0.197642702,-0.255013887,-0.048186883,0.012179629,0.170547626,-0.197613371,0.004548696,0.230797752,0.085130398,0.164832584,-0.015468226,0.22904284
Gm14862,gi|755490438|ref|XR_864657.1|,-5.652853205,-5.459003676,-4.883939111,-4.829322431,-4.827926111,-4.744500655,-5.520085477,-5.130421626,-5.03696365,-5.026012214,-4.791924036,-5.016533043
Gm15056,A_55_P2169247,-2.957185193,-2.717709501,-3.012485769,-3.001135039,-2.811044589,-2.773671952,-2.636523153,-2.70123319,-2.79919385,-2.823857866,-2.619902693,-2.89079434
Gm15130,A_55_P1978541,-6.812045878,-7.048579626,-6.838097454,-7.191381687,-6.885888057,-7.088065862,-6.714980121,-6.781209356,-6.410744132,-6.233325733,-6.486133318,-6.438890517
Gm15155,NONMMUT074466,-2.093456293,-1.840323417,-2.426315346,-2.447406347,-2.686041291,-2.105692294,-2.579436659,-2.665811026,-1.951711969,-2.547437271,-2.791305439,-2.613194929
Gm15217,NONMMUT020596,-1.570718283,-1.927033402,-1.631983119,-1.487886805,-1.534548083,-1.283806121,-1.288585321,-1.379008064,-1.474760819,-1.128360949,-1.338788555,-1.425756026
Gm15262,A_66_P116469,-6.018136193,-5.543452992,-6.790935155,-6.79847755,-6.473465098,-6.527771517,-6.229254073,-5.989239468,-6.342571239,-6.305904301,-6.504610552,-6.464999971
Gm1527,A_55_P2030692,-4.347112022,-3.257489903,-4.214609651,-4.250821653,-4.367216964,-4.093912654,-4.674537206,-4.641823492,-3.637649791,-4.350376157,-4.508704632,-4.379699046
Gm15294,A_55_P1997926,2.648974231,2.848639844,2.522386378,2.42166706,2.367715744,2.333615512,1.686518669,1.948046856,1.945218898,2.194414995,2.209350517,2.291807705
Gm15446,ri|D730047O05|PX00700C22|1551,-1.687246969,-1.656121564,-1.763492907,-1.530199056,-1.633883665,-1.6321675,-1.148057405,-1.746597437,-1.720622088,-1.592675903,-1.468340986,-1.794706186
Gm15517,NONMMUT061019,-1.662605186,-1.666765519,-1.194865023,-1.279169162,-0.985651748,-1.244981024,-1.40265604,-1.170399421,-1.077188626,-1.157075206,-0.991794899,-1.14901466
Gm1553,A_55_P2006544,-4.513495255,-4.828728011,-4.070405207,-3.6027784,-4.482157496,-4.294023526,-4.629010525,-4.114074517,-4.179633147,-4.138490476,-4.025348126,-4.112015545
Gm15557,A_55_P2072144,-6.139103119,-6.115195554,-5.313813804,-5.610178174,-4.314105027,-4.880901204,-6.42422307,-5.801068122,-5.074734148,-5.443286141,-4.788296955,-5.212076452
Gm15737,ri|C130075D09|PX00171P08|4896,1.317802611,0.37855062,0.855859865,1.152812565,0.654768764,0.626736268,0.721012107,0.789894797,0.915687666,1.241241431,0.698606824,1.192294417
Gm16181,ri|A530093O14|PX00143G03|567,-3.220637628,-2.699988428,-3.314297541,-3.098636956,-3.011059415,-2.923289151,-2.424433363,-3.55663273,-3.102628775,-3.098517861,-2.92798563,-2.981894314
Gm16223,A_51_P180176,-2.542050879,-2.724686608,-2.119570286,-2.626543269,-2.30294108,-2.381137297,-2.456517425,-1.992106601,-2.298141035,-2.37981977,-2.005671729,-2.024836399
